respondent_id,age_group,gender,region,education_level,employment_status,income_band,weekly_behaviour_frequency,monthly_spend,previous_action_attempts,engagement_minutes_monthly,awareness_score,trust_score,confidence_score,change_intention_score,perceived_social_norm_score,service_satisfaction_score,motivation_health,motivation_financial,motivation_social,motivation_convenience,barrier_cost,barrier_time,barrier_habit,barrier_low_confidence,barrier_information,used_digital_tool,sought_support,recent_positive_action,would_recommend_service,preferred_information_channel,preferred_support_type,open_feedback,synthetic_true_segment,survey_weight_seed
R00982,18-29,Female,North,Vocational,Retired,Lower-middle,5,82.86,1,72,3,2,3,3,5,4,3,4,4,,,2,4,3,3,No,Yes,No,No,Friends or family,Self-guided tools,I am satisfied with the available options.,Interested but Uncertain,1.1942
R00983,45-59,Male,East,Undergraduate,Retired,Upper-middle,4,120.66,0,58,2,2,2,3,2,3,3,2,2,1,5,4,5,,5,No,Yes,No,Yes,Friends or family,Self-guided tools,Personal advice would be useful.,Habit-Driven and Resistant,1.2291
R00984,30-44,Male,East,Undergraduate,Employed,Lower-middle,7,116.39,0,26,4,2,3,3,2,5,3,4,4,4,3,3,3,3,,No,Yes,No,No,Email,One-to-one support,I am satisfied with the available options.,Interested but Uncertain,0.8516
R00985,30-44,Male,Central,Secondary,Employed,Upper-middle,7,115.92,2,10,1,3,2,2,2,3,2,2,2,2,5,3,4,3,4,Yes,No,No,Yes,Email,Self-guided tools,Clearer information would help.,Habit-Driven and Resistant,1.0481
R00986,30-44,Male,West,Vocational,Employed,Upper-middle,2,83.34,0,41,3,3,4,4,4,2,3,3,3,4,4,3,3,4,5,Yes,No,No,Yes,Search engine,No support,Personal advice would be useful.,Interested but Uncertain,1.2727
R00987,45-59,Female,South,Postgraduate,Retired,Lower-middle,3,93.88,1,55,4,4,4,5,4,2,5,4,4,5,3,1,3,2,1,Yes,Yes,Yes,No,Social media,No support,Digital tools are convenient.,Ready for Change,0.8197
R00988,45-59,Female,South,Vocational,Employed,High,4,82.92,2,60,4,4,5,5,5,2,5,,3,3,1,1,3,3,1,Yes,Yes,Yes,No,Friends or family,No support,Clearer information would help.,Ready for Change,1.0497
R00989,30-44,Male,South,Secondary,Self-employed,Low,3,82.79,0,70,4,,3,2,3,4,4,4,4,4,2,1,2,2,4,Yes,No,Yes,No,Social media,No support,,Engaged and Confident,1.1264
R00990,30-44,Male,West,Secondary,,Lower-middle,4,100.92,,38,3,3,5,4,3,,5,,5,5,2,3,2,1,1,Yes,Yes,Yes,Yes,Email,Self-guided tools,,Ready for Change,0.8806
R00991,18-29,Female,West,Secondary,Employed,Lower-middle,7,124.46,1,14,3,2,2,1,2,2,2,3,2,2,4,4,4,2,3,No,Yes,No,No,Social media,No support,Digital tools are convenient.,Habit-Driven and Resistant,1.2108
R00992,45-59,Female,South,Postgraduate,Employed,Low,5,97.58,2,54,3,3,5,3,,4,,4,3,4,2,2,4,1,1,,Yes,Yes,No,Healthcare professional,One-to-one support,Digital tools are convenient.,Engaged and Confident,1.1151
R00993,30-44,Female,North,Postgraduate,Retired,Low,7,133.21,0,45,3,2,2,3,1,2,2,3,2,3,5,4,4,5,3,,No,No,No,Email,Self-guided tools,Digital tools are convenient.,Habit-Driven and Resistant,1.024
R00994,45-59,Male,South,Secondary,Employed,Lower-middle,3,,4,85,5,5,4,4,5,3,5,3,4,5,2,2,1,2,2,Yes,Yes,Yes,No,Email,One-to-one support,Digital tools are convenient.,Ready for Change,0.9952
R00995,30-44,Female,Central,Secondary,Self-employed,Low,4,70.04,0,52,4,2,2,3,5,3,3,4,2,4,2,3,2,5,2,No,Yes,No,No,Friends or family,Group support,I am satisfied with the available options.,Interested but Uncertain,0.8526
R00996,18-29,Female,South,Secondary,Employed,Lower-middle,2,,1,56,4,2,2,2,3,2,5,3,2,4,3,5,4,3,3,Yes,Yes,Yes,No,Search engine,One-to-one support,Cost is the main issue for me.,Interested but Uncertain,0.89
R00997,45-59,Prefer not to say,South,Secondary,Employed,Upper-middle,3,92.71,3,58,3,4,4,5,3,3,4,2,3,3,1,2,3,3,1,Yes,Yes,No,No,Social media,Digital coaching,I prefer flexible support that fits my routine.,Engaged and Confident,
R00998,30-44,Female,Central,Undergraduate,Employed,High,4,90.67,1,72,5,3,4,2,3,3,3,3,4,2,4,2,4,3,2,Yes,Yes,No,No,Social media,Digital coaching,,Interested but Uncertain,0.9733
R00999,30-44,Female,North,Postgraduate,Self-employed,High,5,131.96,0,56,4,4,2,3,4,4,4,2,4,2,4,2,4,5,3,No,Yes,No,Yes,Healthcare professional,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,1.204
R01000,60+,Male,Central,Secondary,Self-employed,Lower-middle,7,91.81,1,43,2,3,2,3,5,3,3,3,4,4,2,4,3,4,4,Yes,Yes,No,Yes,Healthcare professional,Self-guided tools,Clearer information would help.,Interested but Uncertain,0.7633
R01001,45-59,Female,Central,Undergraduate,Employed,Upper-middle,4,77.37,3,66,4,4,4,4,3,3,4,5,4,4,1,2,2,3,3,Yes,Yes,Yes,No,Friends or family,,Cost is the main issue for me.,Engaged and Confident,0.6919
R01002,30-44,Female,East,Postgraduate,Employed,Upper-middle,2,35.74,3,56,4,4,3,5,5,4,4,4,4,5,1,2,3,1,2,Yes,Yes,Yes,Yes,Healthcare professional,No support,Personal advice would be useful.,Ready for Change,0.9085
R01003,30-44,Male,North,Vocational,Self-employed,High,3,79.14,1,44,3,4,4,3,5,2,5,3,3,3,2,1,2,2,2,Yes,No,Yes,No,Community organisation,Self-guided tools,,Engaged and Confident,0.8193
R01004,60+,Male,Central,Undergraduate,Employed,Low,5,64.44,3,48,4,2,4,4,3,5,5,2,3,3,3,1,2,1,3,No,Yes,Yes,No,Friends or family,One-to-one support,I need more confidence before taking action.,Engaged and Confident,1.2634
R01005,45-59,Male,North,Postgraduate,Employed,Upper-middle,2,49.87,1,34,3,4,2,3,5,1,4,4,4,3,3,2,4,3,1,No,Yes,No,No,Healthcare professional,Self-guided tools,Cost is the main issue for me.,Interested but Uncertain,0.7249
R01006,18-29,Female,West,Undergraduate,Self-employed,Upper-middle,3,108.48,3,55,3,3,2,5,3,3,4,4,3,3,3,1,2,2,3,Yes,No,Yes,No,Community organisation,Digital coaching,,Engaged and Confident,1.0267
R01007,,Male,North,Undergraduate,Employed,,2,,7,54,2,3,3,4,2,3,4,2,5,3,2,2,2,2,1,Yes,Yes,Yes,No,Healthcare professional,,I am satisfied with the available options.,Engaged and Confident,0.8719
R01008,45-59,Female,South,Undergraduate,Employed,Lower-middle,3,108.07,2,70,4,4,3,3,3,1,4,4,5,2,2,3,3,3,2,Yes,Yes,Yes,No,Social media,,Digital tools are convenient.,Interested but Uncertain,1.07
R01009,45-59,Male,East,Undergraduate,Self-employed,Low,4,99.18,1,30,4,4,4,3,3,5,4,4,3,4,3,3,2,2,2,No,Yes,No,Yes,Friends or family,Self-guided tools,Clearer information would help.,Engaged and Confident,1.0492
R01010,45-59,Male,North,Postgraduate,Unemployed,,7,124.15,1,69,3,3,3,3,3,,3,4,5,4,3,2,4,4,5,No,Yes,Yes,Yes,Social media,No support,,Interested but Uncertain,1.1141
R01011,60+,Male,West,Secondary,Employed,Upper-middle,4,72.22,2,62,5,3,3,5,4,4,4,3,5,4,2,3,2,3,2,Yes,Yes,Yes,No,Search engine,Group support,Personal advice would be useful.,Engaged and Confident,0.9549
R01012,45-59,Female,South,Undergraduate,Retired,Prefer not to say,5,79.65,2,51,3,5,4,5,5,4,4,4,4,4,1,1,3,2,1,Yes,No,No,No,Healthcare professional,One-to-one support,Cost is the main issue for me.,Ready for Change,0.9386
R01013,30-44,Male,East,Undergraduate,Employed,Upper-middle,5,131.01,1,35,2,5,2,1,2,3,1,3,1,3,5,4,5,4,4,No,No,No,No,Friends or family,Group support,Cost is the main issue for me.,Habit-Driven and Resistant,0.9958
R01014,45-59,Female,East,Secondary,Retired,Lower-middle,5,49.01,0,45,4,3,3,4,3,5,5,4,4,5,1,3,1,2,1,No,No,Yes,Yes,Community organisation,No support,I am satisfied with the available options.,Engaged and Confident,1.1499
R01015,18-29,Female,South,Vocational,Employed,Prefer not to say,4,,3,70,4,4,5,3,3,3,4,3,3,4,2,2,2,3,1,Yes,No,Yes,No,Healthcare professional,No support,Digital tools are convenient.,Engaged and Confident,0.8285
R01016,18-29,Male,North,Postgraduate,Employed,Upper-middle,6,139.81,2,72,3,3,3,2,3,3,1,2,1,,3,4,4,,4,Yes,,No,No,Healthcare professional,Self-guided tools,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.8365
R01017,30-44,Male,North,Secondary,Unemployed,Low,,79.76,1,55,5,3,1,3,4,3,3,4,1,3,3,4,3,4,2,No,Yes,No,No,Social media,Self-guided tools,Clearer information would help.,Interested but Uncertain,0.9378
R01018,18-29,Female,East,Undergraduate,Employed,Lower-middle,5,76.98,0,29,1,2,3,4,4,2,4,2,2,5,2,3,3,2,3,No,Yes,No,No,Social media,One-to-one support,I need more confidence before taking action.,Interested but Uncertain,1.1108
R01019,45-59,Female,West,Undergraduate,Employed,,4,,1,37,2,3,2,4,3,2,3,3,2,2,3,3,3,3,2,No,No,Yes,No,Search engine,No support,Digital tools are convenient.,Interested but Uncertain,0.9678
R01020,45-59,Female,North,Undergraduate,Unemployed,Lower-middle,1,53.19,2,38,4,4,5,5,4,5,5,4,5,3,3,2,2,1,2,No,Yes,Yes,Yes,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Ready for Change,1.1475
R01021,30-44,Male,East,Undergraduate,Employed,Low,4,92.97,2,29,5,4,4,4,4,2,3,4,5,4,2,3,3,1,3,No,Yes,Yes,Yes,Social media,Self-guided tools,Clearer information would help.,Engaged and Confident,0.6753
R01022,30-44,Male,North,Secondary,Employed,High,3,91.42,2,33,3,4,3,4,3,2,3,3,4,3,4,4,3,3,2,No,Yes,No,No,Healthcare professional,,I need more confidence before taking action.,Interested but Uncertain,1.2356
R01023,30-44,Male,West,Secondary,Employed,Lower-middle,5,163.22,1,53,2,4,2,2,3,2,2,2,1,3,5,5,4,5,3,Yes,No,No,Yes,Community organisation,Digital coaching,I need more confidence before taking action.,Habit-Driven and Resistant,0.9598
R01024,30-44,Male,North,Vocational,Unemployed,Lower-middle,5,88.97,1,33,3,3,1,,2,,2,2,2,2,3,4,5,4,4,No,Yes,No,No,Friends or family,No support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.9708
R01025,18-29,Female,East,Postgraduate,Employed,Lower-middle,5,,0,74,3,3,2,2,3,2,4,4,3,3,2,4,3,3,2,Yes,Yes,Yes,No,Community organisation,Self-guided tools,,Interested but Uncertain,0.8759
R01026,60+,Female,Central,Vocational,Employed,,6,111.67,5,36,3,3,3,3,3,3,4,4,,4,3,2,5,3,2,No,Yes,No,Yes,Friends or family,Self-guided tools,I am satisfied with the available options.,Interested but Uncertain,1.043
R01027,18-29,Female,North,Secondary,Employed,,3,,2,62,4,3,5,3,2,4,4,5,3,3,2,3,3,3,2,No,,Yes,No,Social media,Digital coaching,Personal advice would be useful.,Engaged and Confident,0.9941
R01028,30-44,Male,South,Vocational,Student,Lower-middle,6,,1,36,3,3,2,3,4,2,3,3,4,3,2,4,3,4,4,Yes,Yes,Yes,No,Healthcare professional,One-to-one support,,Interested but Uncertain,1.2004
R01029,18-29,Female,East,Vocational,Self-employed,High,4,151.9,3,35,2,3,2,3,3,5,2,2,3,2,5,4,4,3,4,No,Yes,No,No,Email,Self-guided tools,Cost is the main issue for me.,Habit-Driven and Resistant,0.8616
R01030,30-44,Male,South,Secondary,Unemployed,Upper-middle,4,111.04,1,45,4,3,4,4,4,3,4,3,4,4,3,1,2,1,3,Yes,,Yes,No,Search engine,Digital coaching,I need more confidence before taking action.,Engaged and Confident,0.9564
R01031,30-44,Female,West,Postgraduate,Employed,High,5,84.53,1,40,3,4,2,3,2,3,5,2,3,3,4,2,3,3,2,Yes,Yes,Yes,Yes,Community organisation,Digital coaching,Cost is the main issue for me.,Interested but Uncertain,1.005
R01032,45-59,Male,West,Undergraduate,Student,Upper-middle,5,79.72,2,68,4,4,4,4,2,4,5,3,3,4,2,3,2,1,2,No,Yes,No,No,,Digital coaching,Digital tools are convenient.,Engaged and Confident,1.2391
R01033,18-29,Female,East,Secondary,Employed,Lower-middle,3,105.99,2,87,5,4,5,3,4,,4,4,3,5,2,1,3,4,2,Yes,Yes,Yes,Yes,Healthcare professional,Self-guided tools,,Engaged and Confident,0.9564
R01034,30-44,Female,East,Postgraduate,Employed,Lower-middle,5,117.17,0,15,1,4,4,3,5,3,5,5,4,3,,3,2,4,4,No,Yes,Yes,Yes,Healthcare professional,One-to-one support,Personal advice would be useful.,Interested but Uncertain,0.723
R01035,60+,Male,East,Undergraduate,Employed,High,3,,3,48,4,3,5,4,3,4,4,2,3,4,3,2,2,2,2,No,No,Yes,No,Social media,No support,I need more confidence before taking action.,Engaged and Confident,1.0117
R01036,45-59,Male,East,Vocational,Employed,,1,87.08,1,62,4,3,4,4,4,3,4,4,4,4,,4,2,3,2,Yes,No,Yes,No,Search engine,No support,,Engaged and Confident,1.1124
R01037,45-59,Male,East,Secondary,Employed,Prefer not to say,3,117.16,2,46,3,3,3,3,3,,3,3,3,5,3,2,5,4,4,Yes,Yes,No,No,Email,Self-guided tools,Cost is the main issue for me.,Interested but Uncertain,0.9267
R01038,30-44,Male,West,Vocational,Employed,Lower-middle,5,88.18,1,49,3,4,2,2,2,2,2,2,1,2,3,3,5,4,5,Yes,No,No,No,Healthcare professional,Digital coaching,,Habit-Driven and Resistant,0.8967
R01039,45-59,Male,East,Secondary,Retired,Upper-middle,6,126.97,1,40,2,3,3,2,3,3,2,2,2,2,4,4,5,4,3,No,Yes,No,No,Friends or family,Self-guided tools,I need more confidence before taking action.,Habit-Driven and Resistant,0.8372
R01040,30-44,Female,South,Postgraduate,Student,,5,102.29,0,42,2,,1,1,3,,3,3,3,2,4,5,5,4,5,No,Yes,No,No,Search engine,Digital coaching,I need more confidence before taking action.,Habit-Driven and Resistant,0.9954
R01041,30-44,Female,West,Undergraduate,Employed,Prefer not to say,5,126.63,1,54,2,2,2,1,3,2,1,3,2,3,5,3,5,4,3,No,No,,No,Search engine,Digital coaching,Digital tools are convenient.,Habit-Driven and Resistant,0.9083
R01042,45-59,Female,South,Vocational,Unemployed,Low,,94.79,1,51,3,2,2,2,3,2,4,1,2,2,4,4,5,4,5,No,No,No,No,Search engine,Group support,,Habit-Driven and Resistant,0.9137
R01043,30-44,Female,West,Undergraduate,Employed,Low,,99.31,2,43,5,3,5,5,4,4,4,3,5,3,2,2,2,3,2,No,Yes,Yes,No,Healthcare professional,Group support,Cost is the main issue for me.,Engaged and Confident,0.8556
R01044,30-44,Female,South,Vocational,Employed,Lower-middle,3,92.34,3,54,3,3,3,4,2,2,4,4,5,3,3,3,3,3,3,Yes,No,No,No,Social media,Self-guided tools,Clearer information would help.,Interested but Uncertain,1.1865
R01045,45-59,Male,East,Undergraduate,Employed,Lower-middle,4,96.28,2,39,3,2,2,1,4,,4,3,5,4,3,2,4,4,5,No,No,Yes,No,Healthcare professional,Group support,I am satisfied with the available options.,Interested but Uncertain,0.8194
R01046,30-44,Male,East,Vocational,Unemployed,Low,7,131.19,1,20,,1,3,1,2,1,2,4,1,2,4,4,4,4,4,Yes,No,No,No,Search engine,No support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.9917
R01047,18-29,Male,Central,Undergraduate,Retired,Prefer not to say,7,169.55,0,23,2,2,3,1,1,2,1,2,2,2,4,4,5,5,5,No,No,No,No,Email,,Personal advice would be useful.,Habit-Driven and Resistant,0.8948
R01048,45-59,Male,North,Vocational,Employed,,5,,0,68,2,3,3,1,3,5,2,3,1,3,5,4,3,3,5,,No,No,No,Healthcare professional,No support,Personal advice would be useful.,Habit-Driven and Resistant,0.9691
R01049,45-59,Male,Central,Postgraduate,Unemployed,Low,3,127.4,2,24,4,3,4,4,5,4,5,4,4,4,3,1,2,1,1,No,Yes,Yes,Yes,Social media,One-to-one support,I prefer flexible support that fits my routine.,Ready for Change,0.8989
R01050,18-29,Male,West,Vocational,Employed,Low,2,78.13,4,65,5,3,3,4,5,2,4,4,2,5,2,4,1,1,1,Yes,Yes,No,No,Email,Group support,I am satisfied with the available options.,Engaged and Confident,1.0617
R01051,60+,Female,West,Postgraduate,Employed,Prefer not to say,3,127.66,1,59,3,4,2,2,2,2,4,3,3,3,3,2,5,4,3,Yes,Yes,No,No,Social media,Self-guided tools,Cost is the main issue for me.,Interested but Uncertain,1.1219
R01052,30-44,Female,North,Vocational,Employed,Upper-middle,7,125.57,0,46,2,2,1,2,2,2,2,1,2,1,4,5,5,3,3,No,Yes,No,No,Community organisation,,I need more confidence before taking action.,Habit-Driven and Resistant,0.9404
R01053,30-44,Male,West,Secondary,Employed,Lower-middle,6,122.66,1,34,1,2,2,3,2,4,2,3,1,2,4,3,4,4,4,No,No,No,No,Social media,Self-guided tools,I am satisfied with the available options.,Habit-Driven and Resistant,0.9932
R01054,45-59,Female,East,Vocational,Employed,High,5,123.36,1,58,4,3,3,4,4,3,4,5,,3,1,1,2,1,1,No,Yes,Yes,Yes,Friends or family,No support,Personal advice would be useful.,Engaged and Confident,1.2735
R01055,45-59,Male,West,Undergraduate,Employed,High,4,95.23,4,69,4,5,4,4,5,4,4,5,4,5,1,1,2,3,1,Yes,No,Yes,No,Friends or family,One-to-one support,,Ready for Change,0.9847
R01056,30-44,Male,East,Vocational,Unemployed,Lower-middle,4,131.21,4,32,3,4,4,4,4,4,5,4,3,4,2,,1,3,2,No,Yes,Yes,Yes,Social media,One-to-one support,,Engaged and Confident,0.92
R01057,30-44,Female,Central,Undergraduate,Self-employed,,4,,1,55,4,3,2,3,4,2,4,3,3,3,2,4,3,2,3,Yes,Yes,No,No,Healthcare professional,,Clearer information would help.,Interested but Uncertain,0.9154
R01058,,Female,South,Undergraduate,Self-employed,Upper-middle,7,84.65,1,61,,3,3,1,2,2,2,3,1,2,4,5,4,4,4,No,No,No,No,,One-to-one support,Clearer information would help.,Habit-Driven and Resistant,0.8854
R01059,18-29,,East,Secondary,Employed,Low,2,40.52,2,38,4,5,4,4,5,3,4,4,5,5,1,1,4,3,2,No,Yes,Yes,Yes,Healthcare professional,Digital coaching,I am satisfied with the available options.,Ready for Change,1.1065
R01060,45-59,Male,East,Vocational,Employed,Lower-middle,5,68.27,1,71,5,3,,5,2,3,3,5,3,3,,,3,2,2,Yes,No,No,No,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Engaged and Confident,0.7502
R01061,60+,Male,West,Undergraduate,Employed,Lower-middle,5,70.15,2,45,4,2,2,4,4,2,4,4,4,3,2,2,4,4,3,Yes,No,No,No,Friends or family,One-to-one support,Personal advice would be useful.,Interested but Uncertain,0.9984
R01062,30-44,Non-binary,West,Vocational,Unemployed,Low,6,128.93,2,44,3,3,3,2,3,3,3,3,2,1,4,3,5,5,3,No,No,No,No,Social media,One-to-one support,Cost is the main issue for me.,Habit-Driven and Resistant,0.7838
R01063,45-59,Female,North,Secondary,Self-employed,Low,5,112.88,3,78,4,5,2,3,4,5,3,4,3,4,3,5,3,4,2,Yes,Yes,No,No,Friends or family,Group support,Personal advice would be useful.,Interested but Uncertain,1.1576
R01064,60+,Female,West,Vocational,Employed,Lower-middle,7,122.45,1,27,2,3,3,1,2,3,2,1,3,2,5,3,4,4,,Yes,Yes,No,,Social media,No support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.9942
R01065,60+,Female,North,Vocational,Retired,Lower-middle,2,93.07,0,1,1,4,3,2,3,4,2,1,1,4,3,4,4,5,5,Yes,No,No,Yes,Social media,No support,I am satisfied with the available options.,Habit-Driven and Resistant,0.8326
R01066,18-29,Male,South,Secondary,Self-employed,High,5,130.31,1,39,3,3,,1,2,3,3,1,2,2,5,5,4,3,5,Yes,No,Yes,Yes,Social media,Digital coaching,Personal advice would be useful.,Habit-Driven and Resistant,1.0658
R01067,60+,Male,North,Vocational,Employed,Lower-middle,3,68.83,2,53,3,4,4,4,4,5,5,4,3,2,1,2,3,1,2,No,Yes,Yes,Yes,Social media,No support,I prefer flexible support that fits my routine.,Engaged and Confident,0.9201
R01068,30-44,Female,West,Secondary,Employed,Upper-middle,3,116.67,4,43,4,,4,5,,5,4,4,4,4,3,1,3,1,1,Yes,Yes,Yes,Yes,Community organisation,One-to-one support,Personal advice would be useful.,Ready for Change,1.1887
R01069,60+,Non-binary,East,Undergraduate,Retired,Lower-middle,1,72.27,3,29,3,4,3,4,4,2,4,2,3,3,2,,3,2,1,Yes,Yes,Yes,No,Community organisation,Self-guided tools,Personal advice would be useful.,Engaged and Confident,0.8672
R01070,30-44,Male,North,Secondary,Unemployed,Upper-middle,7,130.98,1,36,4,4,2,3,3,2,2,2,3,4,3,2,4,4,5,Yes,Yes,No,No,Email,Digital coaching,Digital tools are convenient.,Interested but Uncertain,1.0239
R01071,45-59,Male,East,Vocational,Unemployed,High,4,114.02,0,33,2,4,1,2,4,3,1,3,1,4,4,4,5,4,4,Yes,Yes,No,No,Community organisation,Digital coaching,Clearer information would help.,Habit-Driven and Resistant,1.188
R01072,18-29,Female,Central,Undergraduate,Retired,Upper-middle,5,49.83,1,51,4,4,2,3,3,3,5,4,2,3,3,1,5,3,2,Yes,Yes,No,No,Friends or family,Group support,I prefer flexible support that fits my routine.,Interested but Uncertain,1.1025
R01073,18-29,Male,South,Secondary,Employed,Lower-middle,,,,60,4,4,2,3,2,2,3,4,2,4,4,3,2,3,,Yes,Yes,No,Yes,Social media,No support,,Interested but Uncertain,1.1915
R01074,45-59,Female,West,Undergraduate,Unemployed,,7,102.47,0,26,3,,2,1,1,2,2,2,2,1,5,3,5,3,3,No,No,No,No,Social media,One-to-one support,I am satisfied with the available options.,Habit-Driven and Resistant,0.8342
R01075,60+,Male,Central,Secondary,Employed,Lower-middle,5,83.81,2,61,3,4,2,3,3,2,4,4,4,4,2,2,3,3,1,Yes,Yes,No,No,Email,No support,Cost is the main issue for me.,Interested but Uncertain,0.7956
R01076,30-44,Male,North,Secondary,Employed,Low,3,85.4,0,37,3,3,3,2,5,3,4,3,4,5,4,3,3,5,4,Yes,Yes,Yes,No,Search engine,Digital coaching,Personal advice would be useful.,Interested but Uncertain,1.0354
R01077,30-44,Male,West,Undergraduate,Unemployed,Upper-middle,5,73.32,,72,2,3,4,4,5,2,5,4,4,4,3,3,3,4,2,Yes,Yes,No,No,Community organisation,No support,,Interested but Uncertain,0.9889
R01078,30-44,Male,East,Vocational,Retired,Lower-middle,6,73.46,3,58,5,4,4,4,5,4,4,3,3,3,1,2,2,2,3,Yes,Yes,No,No,Social media,No support,Cost is the main issue for me.,Engaged and Confident,0.65
R01079,30-44,Female,West,Undergraduate,Employed,Lower-middle,5,118.8,1,29,2,5,2,3,4,3,3,2,3,2,1,4,3,4,2,Yes,Yes,,No,Healthcare professional,No support,Digital tools are convenient.,Interested but Uncertain,1.0881
R01080,60+,Male,South,Secondary,Employed,Prefer not to say,3,101.57,2,49,3,4,4,3,5,4,4,4,3,3,1,2,2,3,1,Yes,Yes,No,No,Social media,Self-guided tools,Digital tools are convenient.,Engaged and Confident,1.1151
R01081,18-29,Male,Central,Secondary,Student,Lower-middle,4,79.1,4,58,4,4,4,4,3,4,5,3,4,5,2,2,2,2,1,Yes,Yes,No,No,Social media,No support,,Engaged and Confident,0.9943
R01082,30-44,Male,West,Undergraduate,Employed,Upper-middle,4,93.88,5,71,5,5,,5,5,4,5,4,5,4,1,3,3,4,2,Yes,Yes,Yes,Yes,Community organisation,Digital coaching,I need more confidence before taking action.,Ready for Change,0.8549
R01083,18-29,Male,West,Postgraduate,Employed,Low,4,117.95,5,28,2,1,3,2,2,4,2,2,2,3,5,4,5,4,4,No,No,No,No,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.8269
R01084,45-59,Female,Central,Undergraduate,Employed,Prefer not to say,2,91.89,0,46,5,4,4,4,4,4,5,5,5,5,2,1,3,2,1,Yes,No,Yes,Yes,Healthcare professional,Digital coaching,I prefer flexible support that fits my routine.,Ready for Change,1.2262
R01085,18-29,Male,Central,Secondary,Employed,Low,5,102.77,1,65,4,4,2,3,3,4,5,3,3,4,2,1,3,2,3,No,Yes,No,Yes,Friends or family,Self-guided tools,Digital tools are convenient.,Interested but Uncertain,1.0513
R01086,60+,Female,South,Secondary,Self-employed,Lower-middle,4,54.38,3,60,5,4,3,4,4,5,4,3,3,4,2,,3,2,1,Yes,No,No,,Social media,Digital coaching,,Engaged and Confident,1.0436
R01087,30-44,Female,North,Secondary,Student,Low,4,66.09,2,80,4,3,,4,5,3,4,4,5,4,2,2,3,1,1,Yes,No,Yes,No,Healthcare professional,Group support,Clearer information would help.,Ready for Change,1.2268
R01088,45-59,Non-binary,East,Vocational,Employed,Upper-middle,3,66.71,,66,3,4,4,4,4,4,,2,5,5,2,2,2,2,2,No,No,No,No,Email,Group support,Clearer information would help.,Engaged and Confident,1.2817
R01089,45-59,Female,East,Vocational,Student,Low,3,70.64,4,20,2,4,1,3,3,4,4,4,4,,3,4,4,3,3,Yes,Yes,Yes,Yes,Search engine,No support,Digital tools are convenient.,Interested but Uncertain,1.0972
R01090,60+,Female,South,Vocational,Student,Lower-middle,5,112.22,0,29,2,4,2,1,1,1,1,2,3,1,5,3,5,5,2,No,Yes,No,No,Social media,Self-guided tools,,Habit-Driven and Resistant,0.8555
R01091,60+,Female,Central,Undergraduate,Employed,Lower-middle,7,140.15,1,48,4,4,3,4,1,3,3,5,3,4,3,2,3,2,2,No,Yes,No,No,Healthcare professional,No support,Cost is the main issue for me.,Engaged and Confident,1.043
R01092,30-44,Male,North,Secondary,Employed,Lower-middle,4,102.8,3,43,3,3,1,3,4,4,4,3,2,5,3,2,4,3,2,Yes,Yes,No,Yes,Search engine,Group support,Clearer information would help.,Interested but Uncertain,1.1266
R01093,45-59,Male,East,Postgraduate,Student,,6,83.97,1,42,2,2,2,1,2,,2,2,1,2,3,5,4,3,3,No,No,Yes,No,Social media,One-to-one support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,1.1666
R01094,18-29,Male,South,Secondary,Self-employed,High,5,100.33,0,47,3,3,2,1,3,3,2,2,2,2,4,4,4,4,4,Yes,No,No,No,Social media,Digital coaching,,Habit-Driven and Resistant,1.1149
R01095,18-29,Female,Central,Secondary,Employed,Low,2,78.5,0,32,4,4,3,3,3,,3,3,3,3,3,1,3,2,3,Yes,Yes,No,No,Search engine,One-to-one support,Digital tools are convenient.,Interested but Uncertain,1.1269
R01096,18-29,Female,East,Secondary,Employed,Lower-middle,2,78.02,2,66,4,3,4,5,4,5,4,3,2,2,3,1,2,1,3,Yes,No,Yes,No,Friends or family,,I prefer flexible support that fits my routine.,Engaged and Confident,1.1111
R01097,18-29,Male,West,Secondary,Retired,Low,6,106.96,1,49,3,3,2,3,1,2,4,4,5,5,3,4,3,3,2,Yes,No,No,No,Healthcare professional,One-to-one support,I need more confidence before taking action.,Interested but Uncertain,0.9053
R01098,60+,Female,East,Vocational,Retired,Lower-middle,4,,1,62,2,4,3,3,3,2,4,3,4,5,4,4,5,4,3,Yes,Yes,Yes,Yes,Search engine,One-to-one support,,Interested but Uncertain,0.8867
R01099,30-44,Female,North,Secondary,Employed,Upper-middle,7,154.45,1,27,3,4,3,4,4,3,5,3,4,4,3,1,4,5,2,No,Yes,Yes,Yes,Healthcare professional,One-to-one support,I need more confidence before taking action.,Interested but Uncertain,1.1421
R01100,45-59,Male,Central,Undergraduate,Self-employed,Lower-middle,5,81.68,0,60,3,3,3,2,3,3,5,5,4,4,3,3,4,4,3,Yes,Yes,Yes,Yes,Friends or family,Digital coaching,I prefer flexible support that fits my routine.,Interested but Uncertain,1.1443
